Forage: 17, 20, 18, 16, 15, 13, 13, 11, 14, 12
Forage: 16, 19, 11, 19, 16, 14, 8, 15, 14, 14
Forage: 17, 19, 17, 17, 15, 10, 12, 15, 13, 11
Forage: 12, 20, 17, 17, 9, 17, 11, 17, 11, 14
Forage: 17, 21, 19, 8, 17, 13, 11, 14, 11, 13
Forage: 16, 18, 17, 14, 15, 16, 12, 17, 10, 9
Forage: 21, 19, 9, 25, 12, 16, 14, 13, 15, 11
Forage: 16, 18, 18, 12, 14, 11, 13, 14, 10, 11
Forage: 21, 22, 16, 17, 15, 14, 12, 12, 13, 12
Forage: 15, 22, 18, 15, 17, 13, 15, 15, 11, 14
Forage: 18, 21, 14, 14, 18, 13, 16, 8, 13, 9
Forage: 10, 26, 19, 17, 16, 15, 10, 15, 10, 14
Forage: 12, 21, 13, 15, 17, 16, 15, 17, 7, 13
Forage: 14, 21, 14, 16, 15, 13, 11, 11, 15, 10
Forage: 17, 25, 16, 12, 14, 12, 14, 16, 12, 13
Forage: 19, 20, 13, 17, 17, 16, 14, 15, 8, 14
Forage: 17, 16, 16, 15, 16, 15, 15, 12, 13, 9
Forage: 15, 25, 9, 18, 14, 17, 13, 13, 9, 10
Forage: 14, 19, 18, 14, 20, 15, 14, 10, 15, 14
Forage: 15, 17, 20, 14, 12, 17, 13, 15, 14, 11
Forage: 17, 20, 14, 19, 16, 14, 14, 10, 11, 15
Forage: 21, 15, 19, 15, 14, 15, 13, 17, 8, 17
Forage: 14, 19, 12, 16, 20, 14, 12, 15, 13, 10
Forage: 15, 25, 16, 17, 17, 11, 14, 10, 10, 14
Forage: 10, 25, 12, 25, 13, 14, 9, 16, 12, 10
Forage: 16, 19, 14, 17, 15, 13, 16, 14, 12, 12
Forage: 15, 19, 17, 15, 15, 13, 11, 17, 11, 9
Forage: 14, 19, 20, 15, 16, 8, 14, 14, 12, 14
Forage: 15, 24, 18, 18, 15, 15, 14, 10, 12, 10
Forage: 13, 21, 18, 15, 17, 16, 13, 19, 7, 16
