Forage: 39, 35, 45, 34, 26, 32, 23, 28, 26, 29, 24, 24, 23, 15, 17
Forage: 38, 51, 36, 48, 33, 24, 30, 30, 28, 25, 26, 18, 20, 13, 15
Forage: 42, 47, 40, 42, 34, 28, 34, 30, 27, 19, 33, 15, 17, 20, 13
Forage: 32, 45, 42, 39, 32, 33, 36, 27, 32, 25, 22, 24, 21, 16, 18
Forage: 38, 46, 43, 34, 38, 33, 34, 30, 24, 30, 20, 12, 16, 11, 12
Forage: 38, 54, 33, 41, 35, 31, 30, 29, 20, 20, 19, 24, 23, 19, 13
Forage: 38, 52, 39, 32, 32, 39, 31, 32, 24, 20, 26, 19, 19, 17, 10
Forage: 41, 50, 30, 40, 35, 37, 24, 30, 30, 24, 24, 24, 12, 13, 19
Forage: 42, 43, 44, 35, 36, 33, 30, 29, 21, 19, 26, 15, 16, 19, 14
Forage: 30, 45, 41, 31, 42, 29, 23, 27, 27, 36, 27, 17, 20, 20, 13
Forage: 39, 41, 44, 30, 34, 36, 29, 31, 31, 17, 18, 19, 17, 14, 17
Forage: 35, 46, 38, 43, 38, 32, 33, 28, 23, 31, 17, 20, 19, 18, 16
Forage: 35, 50, 34, 37, 34, 36, 30, 18, 29, 20, 18, 24, 20, 16, 18
Forage: 36, 41, 32, 40, 32, 31, 33, 26, 26, 24, 22, 24, 20, 12, 15
Forage: 35, 43, 45, 37, 39, 30, 33, 31, 25, 24, 17, 19, 19, 19, 17
Forage: 39, 44, 39, 30, 31, 28, 29, 31, 29, 28, 28, 22, 16, 19, 16
Forage: 34, 39, 40, 34, 40, 28, 31, 29, 29, 21, 17, 19, 23, 15, 15
Forage: 40, 39, 50, 39, 39, 28, 32, 23, 34, 18, 23, 19, 21, 16, 17
Forage: 32, 48, 43, 36, 43, 31, 33, 26, 25, 30, 16, 28, 17, 17, 12
Forage: 35, 45, 38, 42, 31, 34, 29, 28, 21, 29, 23, 25, 13, 15, 15
Forage: 38, 44, 40, 35, 33, 33, 34, 18, 31, 24, 25, 26, 22, 13, 16
Forage: 42, 40, 49, 34, 32, 37, 34, 32, 30, 23, 27, 16, 8, 14, 9
Forage: 41, 47, 38, 37, 36, 26, 31, 27, 29, 21, 19, 23, 15, 18, 12
Forage: 40, 40, 38, 34, 39, 31, 34, 30, 24, 32, 25, 25, 19, 19, 16
Forage: 38, 35, 36, 44, 36, 32, 29, 28, 22, 21, 27, 15, 15, 17, 26
Forage: 32, 44, 43, 38, 36, 35, 29, 30, 22, 27, 24, 21, 16, 17, 18
Forage: 38, 45, 40, 38, 39, 32, 24, 28, 35, 22, 24, 23, 19, 14, 13
Forage: 39, 49, 47, 43, 34, 24, 31, 23, 24, 16, 26, 15, 21, 19, 20
Forage: 33, 45, 45, 37, 30, 27, 38, 30, 26, 24, 20, 17, 19, 15, 14
Forage: 33, 48, 41, 37, 27, 42, 32, 28, 23, 27, 22, 20, 16, 11, 18
