Forage: 41, 54, 43, 44, 37, 38, 36, 30, 26, 30, 26, 17, 22, 19, 18
Forage: 41, 46, 44, 44, 35, 37, 30, 36, 30, 26, 25, 17, 12, 16, 8
Forage: 44, 47, 45, 44, 37, 38, 30, 31, 33, 20, 19, 18, 20, 13, 13
Forage: 43, 43, 49, 43, 37, 29, 37, 32, 31, 26, 14, 24, 19, 17, 14
Forage: 48, 44, 46, 46, 33, 35, 35, 28, 29, 27, 21, 21, 20, 18, 14
Forage: 40, 49, 44, 42, 35, 31, 34, 34, 27, 30, 20, 21, 17, 12, 14
Forage: 46, 49, 39, 39, 40, 33, 25, 27, 26, 26, 25, 24, 24, 22, 11
Forage: 47, 51, 50, 36, 37, 36, 37, 36, 26, 28, 26, 26, 20, 11, 19
Forage: 45, 47, 43, 41, 39, 35, 37, 30, 26, 26, 26, 23, 16, 14, 12
Forage: 46, 47, 42, 41, 41, 32, 30, 28, 34, 25, 27, 20, 17, 23, 14
Forage: 43, 48, 43, 41, 40, 36, 31, 28, 24, 19, 20, 24, 22, 19, 10
Forage: 48, 51, 41, 41, 42, 38, 37, 23, 24, 23, 17, 14, 15, 18, 12
Forage: 44, 54, 46, 39, 37, 37, 27, 34, 27, 30, 23, 15, 24, 18, 14
Forage: 45, 50, 39, 38, 38, 35, 30, 31, 29, 27, 33, 18, 13, 23, 8
Forage: 43, 53, 42, 43, 38, 37, 31, 29, 32, 25, 22, 21, 18, 17, 11
Forage: 42, 49, 42, 44, 39, 36, 25, 34, 25, 32, 19, 23, 19, 20, 16
Forage: 46, 47, 47, 39, 38, 41, 30, 34, 21, 29, 23, 27, 23, 14, 18
Forage: 40, 52, 42, 44, 31, 42, 35, 28, 27, 31, 21, 22, 18, 19, 10
Forage: 41, 46, 40, 42, 34, 32, 36, 30, 26, 28, 22, 23, 15, 16, 15
Forage: 47, 50, 45, 39, 38, 28, 34, 31, 27, 27, 19, 13, 21, 16, 19
Forage: 44, 44, 43, 41, 35, 34, 32, 35, 31, 29, 24, 24, 10, 20, 15
Forage: 46, 48, 47, 39, 33, 33, 39, 32, 26, 26, 17, 23, 25, 19, 15
Forage: 47, 45, 41, 42, 34, 36, 33, 37, 27, 27, 28, 23, 18, 21, 15
Forage: 48, 46, 45, 39, 41, 33, 33, 31, 28, 20, 27, 21, 14, 18, 18
Forage: 42, 55, 51, 40, 34, 35, 36, 31, 26, 23, 24, 24, 15, 12, 17
Forage: 45, 51, 41, 39, 39, 35, 31, 26, 31, 24, 24, 18, 16, 17, 9
Forage: 41, 49, 43, 37, 31, 37, 29, 21, 31, 22, 23, 21, 24, 19, 23
Forage: 46, 45, 45, 35, 43, 31, 34, 28, 31, 28, 24, 20, 20, 18, 17
Forage: 43, 52, 41, 37, 39, 33, 35, 32, 29, 30, 24, 20, 23, 19, 17
Forage: 44, 55, 41, 40, 37, 36, 34, 32, 30, 24, 30, 22, 20, 19, 15
