3943.69, 8213.81
4087.56, 8424.69
4364.25, 8736.75
4549.72, 8567.78
4133.59, 7915.16
4249.22, 8372.91
4049.34, 7802.91
4461.03, 8873.97
4099.56, 8670.31
3938.5, 8661.88
4106.56, 9223.94
3877.59, 8139.66
4311.59, 9377.41
4461.28, 8326.59
4342.41, 8465.34
4090.59, 8355.66
3890.47, 8144.03
4562.91, 8392.59
4202.59, 8233.16
4537.78, 8058.47
4300.19, 8019.31
4175.72, 8479.41
4033.47, 8622.78
4291.19, 9280.44
4364.28, 8288.59
4025.66, 8683.84
4530.88, 8843.5
4122.44, 8457.69
4125.97, 8034.91
4449.31, 8588.31
